date,title,hit,recommend,url,content
2025-05-07,민주주의에서 보수와 진보란 90년대 한국에만 존재했다.,19,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451191&page=1,"반성하는 보수와 공산세력속에서는
민주주의는 공존가능하다.
하지만 보수와 공산주의가 서로싸울수록 민주주의는 위태로워지지
- dc official App"
2025-05-07,공산화가 두렵다? 그랬으면 진작에 유럽도 공산화되었겠지.,20,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451189&page=1,"전체주의는 저항의대상일 뿐
- dc official App"
2025-05-07,됐다 국민의힘이란 정당과 수구 부패 기득권들의 패망이 보이네,30,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451179&page=1,
2025-05-07,나는 기존정치권을 싹다 갈아엎어야햔다고 생각한다.,25,1,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451188&page=1,"대법관들에게 온갖 외압이 들어왔겠지 안봐도 빤하다.
- dc official App"
2025-05-07,1심판결 복사본 보고판결그냥 외워서 선고한거네 ㅋㅋㅋㅋㅋㅋㅋㅋ,35,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451186&page=1,- dc official App
2025-05-07,드디어 흑막들이 나타났다???,45,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451180&page=1,- dc official App
2025-05-07,조희대미친개새끼가 이재명죽일려고 절차와 사건기록안보고,35,5,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451182&page=1,"1심판결 복사한것보고 판결했다
누가봐도
내란세력이다"
2025-05-07,김문수 한덕수 단일화 질문,33,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451184&page=1,"국힘 여러 후보들 경선을 통해서
김문수로 단일화했는데 그 과정을 한덕수 후보는 하지 않은 이유가
총리 사퇴 및 출마가 늦었기 때문인가요? 만약 김문수랑 한덕수랑 단일화에 성공했는데 또 다른 후보가 나오면 또 단일화하는 건가요?"
2025-05-07,윤희숙 같은 미친년이 어떻게 정치를 하는거냐?,36,2,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451181&page=1,"권영세 같은 쓰레기 권성동 같은 버러지 때문에 가능한건가?
저게 미친년이지 그래
이번엔 볼것도 없어 국짐은 패망이다"
2025-05-07,정치 사회와 착한 법,20,1,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451183&page=1,https://youtu.be/ASnXxQVCwHY
2025-05-07,역모 덜미잡힌 느그 석열이 눈썹 알고보니 그린 거네,22,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451185&page=1,"매국노 윤덕영 집안인가배 닮은 거 보니..
울퉁불틍한 이마와 눈 봐라 같은 씨가 맞지."
2025-05-06,날먹 듀오,85,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451166&page=1,
2025-05-06,좌파고우파고개병신알바새끼들선동에세상의정의도같은건땅에떨어짐,43,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451165&page=1,
2025-05-07,나 여잔데,36,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451178&page=1,"나 여잔데
김세의나 최길갈하고 맞짱뜨면
이길수 있을듯
최길갈은 맞으면 합의 안해준대"
2025-05-07,조희대 그놈 잡혀,37,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451187&page=1,".
탄핵 위기 ㅋㅋ
."
2025-05-06,밤일하는 x들은,48,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451161&page=1,
2025-05-07,"대구경북여론=이재명44%,한거수27%,김문수14%",37,1,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451177&page=1,5월4일 한국리서치 여론조사다
2025-05-07,나는 후니형이 혹시 제2의 박정희 인가 했다 예전에 예언서에서 70년대생,30,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451175&page=1,나는 후니형이 혹시 제2의 박정희 인가 했다 예전에 예언서에서 70년대생 중에 박정희 ㅅㅈ가 있다는 글을 본 기억이 있어서 아직 젊으니까 다시 기회가 오겠지
2025-05-07,코인하면 무조건보셈,26,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451174&page=1,"바이낸스 거  래  량 >> 나머지 거래소 거래량 합
바이낸스 평생 현물&선물 수수료 20% 할인받고 싶은 분~
바이낸스  가입  시 추천인  N J Y  7 E N A J  입력  하고 가입하세요!
(꼭 바이낸스 어플통해서 가입하거나, 네이버 에 바이낸스 검 색하고 가입하세요! 구글은 사기사이트 많아요)"
2025-05-06,보수후보들 단일화없다??,79,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451167&page=1,- dc official App
2025-05-06,"개신교, 성경 세계관 요약",41,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451168&page=1,"약육강식, 힘의논리, 승자의 역사, 권위주의, 정치질, 가스라이팅, 책임회피/전가, 나르시즘, 논리적 오류가 초 우주적 스케일로 짬뽕되고 극대화되어 내면화되어있는 세계관인데
사랑, 박애, 규범, 복음, 금욕 등의 일단 좋아보이는 말 다 때려박아 MSG쳐서 그럴듯하게 포장한것"
2025-05-07,리짜오밍만 아니면 됐는데,36,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451171&page=1,보수새끼들 하는 꼴 보니 리짜오밍이 그냥 보수 한 번 숙청시켜서 리셋하는게 빠르겠다
2025-05-07,"역적 석열이 근황 ""역시 술타령""",46,1,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451170&page=1,측근들 다 도망가고 지금 이러고 있댄다.
2025-05-06,말세에요. 예수님 믿고 구원받읍시다,42,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451163&page=1,"회개 순종 말씀읽고 말씀과 함께 사는 삶
https://youtu.be/sPFEROfY2AY?si=vE5OJPx5HY_XE_R7
[개역 개정] 요한계시록 전체 통독하기
[개역 개정] 요한계시록 전체 통독하기요한계시록 1장~22장요한계시록 전체를 통독할 수 있게 하나로 구성한 권별 영상입니다.이제 막 365일 성경읽기 요한계시록을 끝내신 분들께 전체를 한 번 들어볼 수 있게 구성하였습니다.여러 사람들과 함께 요한계시록을 듣고 읽어보세요!'공동체성경...
youtu.be
- dc official App"
2025-05-06,가덕도 신공항 전면폐기해라,52,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451162&page=1,"문재인이 한다고 했던 가덕도 신공항
부산 씹것들 그거 받아 쳐먹고 싶냐?
줘도 문재인한데는 안받는다고 윽박을 질러야지
지존심도 없는새끼들
그냥 전남하고 통합하지 그러냐?
전라동남도라고 하고? 이 씹것들아
니들같은게 보수는 ㅋㅋ"
2025-05-06,중도층 당원가입해서 직접 권리 행사해! 단 3천원!!,42,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451160&page=1,"월 1000원부터 납부 가능, 3개월이면 책당으로 투표권 생김
이재명 선거법 2심 파기환송됐다 (유죄취지) 조기대선 시즌2 열릴지 대선판 어떻게 될지 미래는 아무도 모름. 그거 아니어도 8월(미정) 예상되는 당대표 선거 등 투표 하려면 빨리 가입해야 함. 선거인단 명부는 좀 더 일찍 확정되니까.
매월 10일에 당비 나가니까 여유있게 빨리 가입하자
정 돈아까우면 3번 납부하고 당비납부 중지만 하고 일반 당원으로 남아있어라. (탈당은 웬만하면 하지 마라 재가입 절차 더 까다로움)
온라인 가입:
https://www.peoplepowerparty.kr/pmember/join_guide
국민의힘
국민을 하나로 모으는 힘! 국민의힘
www.peoplepowerparty.kr
국민의힘
국민을 하나로 모으는 힘! 국민의힘
www.peoplepowerparty.kr"
2025-05-06,박근혜가 믿는 종교 정체 ㄷㄷㄷㄷ,90,2,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451158&page=1,
2025-05-06,全北大望論全北大望論  전라도를 갈라라~!!!!황씨말대로 하면 갈라진다,34,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451157&page=1,"황씨저자는 아래말은 안
함~
!내가 최초로 말함~!!!!
전북 전남
갈라져랴~!내가 최초로 말함~!!!!!ㅋㅋㅋㅋㅋ
vksrhks이가 최초로 말함~!!
全北大望論
全北大望論
全北大望論
全北大望論
한떡수가 나와야 ..전라도 갈라진다~!!!!!!
전라도를 분질러야~!"
2025-05-06,코인하면 무조건 도움되는 정보,35,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451156&page=1,"바이낸스 거  래  량 >> 나머지 거래소 거래량 합
바이낸스 평생 현물&선물 수수료 20% 할인받고 싶은 분~
바이낸스  가입  시 추천인  N J Y  7 E N A J  입력  하고 가입하세요!
(꼭 바이낸스 어플통해서 가입하거나, 네이버 에 바이낸스 검 색하고 가입하세요! 구글은 사기사이트 많아요)"
2025-05-06,"단일화하던가, 그게 아니면..대법원에서 리재명 당선되어도 날려버려야~!",86,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451144&page=1,
2025-05-06,김문수 Vs. 한덕수,83,1,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451155&page=1,"김문수 Vs. 한덕수
대선이 이제 한 달도 채 안 남았다. 그런데 벌써부터 권성동-권영세 쌍권이 김문수한테 개기고 있고, 이거 때문에 우파 후보 단일화도 삐걱거리고 있다. 윤석열 Vs. 이준석 갈등도 그렇고, 黨 대표는 대선후보의 부하가 맞고, 지금 쌍권이 김문수한테 하는 짓거리는 사실상 쿠데타가 맞다. 여론조사에서는 한덕수가 김문수보다 좀 더 높게 나오는데, 일단 이념적 정체성이나 이런 부분은 한덕수보다 김문수가 좀 더 우위다. 일단 감동란, 비바람, 안정권 등이 이구동성으로 이야기하는 것처럼, 이준석이 아무리 좆같아도 그와 단일화해서 이준석이 우익 표를 갈라치는 것을 막는 것은 필수다. 좋든 싫든 그는 차후 김영삼-김대중을 능가하는 정치 거물이 될 수도 있는 인물이다.
지금 감동란이 석가탄신일 맞아서 비구니 쓰고 승복 입고 부처 코스프레 하고 방송을 하던데, 물론 이게 불교를 희화화한다는 비판도 있을 수 있고, 감동란 본인도 자신은 크리스천이지만 일종의 방송 컨텐츠로 석가탄신일을 맞아 부처 코스프레를 하는 것이라고 인정한 바 있다. 그녀는 부처 코스프레를 하고 석가탄신일 특집 방송을 하며 대선판 분석 방송을 하고 있다. 우파 물을 조금이라도 먹었다면 이재명에 줄 선 조갑제, 정규재, 김진, 이병태, 최보식 등을 제외하면 이재명을 반드시 막아야 한다는 것에 이견을 달 사람은 아마 없을 것이다. 단지 이재명을 어떻게 막아야 할지, 방법론의 차이가 있을 뿐이다.
그런데 안타깝게도, 벌써부터 쌍권의 반역질로 단일화가 삐걱거리고 있고, 김문수, 한덕수, 이준석 등 보수 후보가 난립하고 있다(황교안-전광훈은 가능성이 전혀 없으므로 논외). 여기에 우파와는 거리가 멀긴 하나 큰 틀에서 이재명을 부정적으로 보는 건 우리와 같은 문재인 꼬붕 이낙연까지 끌어들여도 이길 수 있을까 말까다. 그 많던 5천만 중 3천만의 윤석열 탄핵 반대론자들, 지금 전부 뿔뿔이 흩어져서 춘추-전국 시대 수준으로 사분오열돼 있고, 그건 일시적 결집 효과일 뿐, 지금 그 거품은 다 꺼진 상태이며, 이재명이 유죄 취지 파기환송이 됐어도 이재명 후보가 차기 대권주자 지지율 1위인 건 여전하다.
또한 필자는 윤 어게인 운동의 정신은 높이 평가하나, 윤 어게인 운동을 하는 사람들도 윤석열 대통령의 재출마 내지는 탄핵무효-즉각 복귀가 현실적으로 불가능하다는 건 겉으로는 모르는 것 같아도 다 알 것이다. 허나 윤석열 용와대 어게인은 불가능하지만, 지금 명태균 게이트에 이어 건진법사 게이트까지 터져서, 좌익들과 한동훈-이준석 패들이 말하는 윤석열 감방 어게인은 쌉가능이다. 윤석열은 애초에 홍장원 메모 조작, 곽종근 회유 녹취, 이런 걸 다 떠나서 변희재 말마따나 포고령만 갖고도 얼마든지 내란이 아니어도 계엄법 위반, 직권남용 등으로 탄핵이 가능한데, 태블릿 한 방이면 얼마든지 뒤집을 수 있는 박근혜랑 다르게 윤석열은 홍장원 메모 조작 진실 폭탄이 터져도 포고령 1호와 5호는 너무나도 명백한 위헌이라 탄핵 심판 결과 자체를 뒤집을 수는 없다. 차라리 최우원 교수나 LA시사논평 같은 사람들이 말하는 박근혜 청와대 어게인이 훨씬 더 현실성도 있고 명분도 있어 보인다.
또한 12.3 계엄이 아니어도 윤석열은 이미 태블릿 조작 건 하나만으로도 박영수, 한동훈, 신자용, 강백신, 서현주, 엄희준, 이규철 등과 함께 이미 박근혜 대통령 불법 사기탄핵 내란 공범이다. 윤통이 진짜 욕 먹어야 할 부분 중 하나가 파면당해 쫓겨나는 순간까지도 최서원 원장에 대한 사면-복권을 시켜 주지 않았다는 것인데, 물론 그럴 가능성이 높진 않겠지만, 만약에 이재명이 대통령이 돼서 태블릿 진실 폭탄을 터뜨려 박근혜 대통령 명예회복을 시켜 주고 최서원 원장을 사면-복권시켜 준다면 난 이념과 상관없이 그 부분은 높게 평가해 줄 의향이 있다.
다만 안정권-김상진 콤비가 이번 주 수요일부터 토요일까지 4일 내내 2호선 서초역 누에다리 쪽에서 ""Yoon Again"", ""Only Yoon"" 슬로건을 내걸고 찢재명 개딸들과 전면전을 치른다고 하는데, 필자는 이번 안정권-김상진 콤비의 제 2차 서초 대첩에는 반드시 참전해서 힘을 보탤 것이다. 안정권-안수경 남매는 윤석열을 대통령으로 만들고도 오히려 윤석열 패들로부터 핍박과 푸대접을 받았던 사람들이고, 그럼에도 불구하고 윤석열이 좋아서가 아니라 윤석열 대통령 내외에 대한 개인적 호불호를 떠나 살기 위해서 반드시 윤석열을 용와대로 복귀시키고 그 다음에 윤석열한테 빚을 청구해서 받아 내겠다는 것이다. 배의철, 김계리, 간결, 박광배 등 여타 윤석열 팔이 장사꾼들과 다르게 안정권-김상진-배인규 전라도 우파 트리오가 외치는 ""Yoon Again!""은 나름대로의 철학과 논리, 명분이 있다. 개그맨 이혁재 역시 안정권-김상진 콤비가 주도하는 윤 어게인 운동에 적극 동참하고 있다. 안 되더라도, 힘들더라도, 일단 하는 데까지는 해 봐야 후세 사람들에게 부끄럽지 않게 이름이라도 남길 것 아닌가?
일단 황교안과 전광훈은 논외로 하고, 김문수-한덕수-이낙연-이준석, 이 4명이 어떻게든 단일화를 해야 이재명을 이길 수 있을까 말까다. 그런데 문제는 문재인 꼬붕 이낙연이 되면 이재명 체제보다야 낫지만 도로 문재앙(Moon Again)이라는 것이다. 현행법상 대선에서 15% 이상 득표를 못 하면 나라에서 주는 국고보조금도 못 받는데, 그나마 박근혜 탄핵 이후 치뤄진 19대 대선 때는 홍준표가 25%를 받아서 가까스로 국고보조금이라도 지켰는데, 이번에는 나라에서 주는 국고보조금이라도 유지할 수 있을지가 의문이다. 나라에서 주는 국고보조금도 못 받고 통진당처럼 이재명 치하에서 위헌정당 해산 심판까지 이루어지면 이 땅에서 보수정치는 영원히 실종되는 것이다. 상황이 8년 전보다도 더 위중하다는 말이다.
또한 조갑제-정규재, 이 두 것들은 김문수마저 내란 동조 프레임을 걸어 맹비난하며 이재명 똥꼬를 열라게 빨고 있다. 이 두 것들을 보면 유시민 작가가 했던 60살 넘으면 사람이 뇌가 썩는다는 말이 일정 부분에서는 맞는 것 같다.
광주사태?
이 와중에 또 한덕수 후보가 5년 전 황교안처럼 ""광주사태"" 발언으로 논란을 빚었다. 한덕수, 그는 5.18 단체들한테 그렇게 면박을 당하면서도 어떻게든 자기가 호남 사람이라고 강조하며 광주 5.18 망월동 묘지로 기를 쓰고 들어가려 하고 있고, 이 와중에 광주사태 발언으로 5.18 폭도들한테 욕만 더 얻어 먹고 있다. 물론 한덕수가 잘 한 것도 아니고, 잘못한 것도 아닌데, 5.18은 민주화 운동인지 폭동인지 좌-우익 간에 논쟁의 여지가 있는 사안이기 때문에 중립적인 시선에서 보면 광주사태라 하는 게 맞는 표현이고, 왜 민주화 운동이라 하면서 非민주적인 방식으로 반론을 틀어 막는지도 의문이다. 더군다나 감동란도 이걸 제대로 짚었는데, 광주사태라는 표현은 이재명 후보도 과거에 썼던 표현이다. 더 정확하게는 지만원 박사님 말씀대로 ""광주사태""보다는 ""광수사태""가 더 맞는 표현이다.
하여튼 이번 대선 못 이기면 감동란, 안정권, 변희재 등이 이구동성으로 지적하는 것처럼 우리는 탈레반 치하의 아프가니스탄이나 적화통일 직후 베트남과 같은 모습이 될 것이고, 그 이낙연조차도 일단 이재명부터 막고 징역 보내서 정치생명 완전히 끊어 놓고 나서 그 다음에 대통령이 됐을 때 비판하고 공격하는 건 가능한데 이재명은 그마저도 못 하고 비판하는 순간 드럼통에 들어가서 쥐도 새도 모르게 변사체로 발견되거나 자기 형이나 김사랑 작가님처럼 정신병원에 강제 입원을 당할 수도 있다. 특히 기독교인들 중에서 아직도 정신 못 차리고 이재명의 위험성을 실감 못 하는 사람들이 많은데, 이재명 집권 시 차금법과 교회 폐쇄법이 통과되고 낙태, 동성애 등이 합법화되어 교회가 폐쇄되고 나라가 북한이나 중국에 넘어가 주님을 사랑하는 기쁨과 즐거움을 빼앗기고 당국의 박해와 탄압을 피해 지하에서 몰래 숨어서 예배를 드리는 신세가 되는 건 시간 문제고, 반면에 김문수는 문재인 좌파독재 정권의 코로나 방역을 빙자한 기독교 우파 탄압에 온몸으로 맞서 예배의 자유를 지켜 내고 북한 동포 해방과 예수한국 자유복음통일, 그리고 탈북민들과 북한 동포들에 대한 처우 개선과 북한인권법 제정을 위해서도 힘써 왔던, 즉 다시 말해 김대중과 5.18에 대한 부분을 제외하면 한동훈은 물론이고 윤석열이나 홍준표보다도 더 확고한 기독교 반공 우파적 철학-사상-가치관을 지닌 인물이라, 이 땅에 하나님의 나라가 바로 서려면 좋든 싫든 이번에 김문수가 반드시 이겨야 한다. 김문수는 내 입장에서 봐도 김영삼-김대중과 5.18을 만세-찬양하고 전두환 대통령을 폄하한다는 것 외에는 너무나도 완벽하고 자신의 과거 좌익 전력에 대해서도 박정희가 옳았고 자신이 틀렸다며 사도 바울처럼 통렬하게 참회하고 회개했으며 박근혜-윤석열 대통령의 불법 사기탄핵에 대해서도 반대 입장을 분명히 밝히고 부정선거에 대해서도 꾸준히 문제 제기를 해 왔기 때문에 윤석열, 한동훈, 홍준표, 오세훈, 이준석, 안철수, 유승민, 김무성 등과 비교해 봐도 딱히 깔 만 한 건덕지가 없다.
또한 김문수는 한때 노동운동계 거물이었던 사람이라 노동계 빨갱이들의 실태를 너무 잘 알아서 빨갱이들도 그렇게까지 심하게 욕은 못 하고, 그 유명한 119 전화 사건 말고는 딱히 비리를 저지르거나 한 것도 없고 경기지사 시절 청렴도 꼴찌였던 경기도를 청렴도 1위까지 올려 놓을 정도로 깨끗해서 이념적인 부분 외에는 딱히 뭐라고 못 하고 리스크도 상당히 적으며, 김문수의 전과 기록 역시 저들이 그렇게 좋아하는 노동운동을 하다가 생긴 것들이라 이재명과는 비교 불가다. 이재명 지지율이 너무 높아 가능성이 그리 높지는 않겠지만, 만약 김문수가 대통령이 된다면 광주 5.18 문제에 대해서도 얼마든지 우리 정통 자유보수 세력들의 요구를 들어 줄 가능성이 있고, 이명박-박근혜-윤석열보다도 훨씬 더 강경한 반공 우파 노선으로 가서 북한 동포 해방과 예수한국 자유복음통일로 팍스 코리아나 시대를 여는 것도 얼마든지 가능할 것이며, 이승만-박정희-전두환과 견줄 만 한 역대급 대통령이 될 것이다.
이 밖에 안정권 대표님 말씀대로, 윤 어게인 운동을 촉발시킨 김용현 장군이 감옥에서 계속해서 옥중 메시지를 내고 있다는 것은 정말 안정권, 김상진, 지만원 등과 같은 분들보다도 더 뛰어난, 인간의 경지를 뛰어넘은 수준의 멘탈리티를 지녔다는 것을 증명하고, 전두환에게 장세동, 노무현에게 유시민이 있다면 윤석열에게는 김용현이 있다고 해도 과언이 아니다.
2025.05.06.
진눈머노이린"
2025-05-06,[화력요청] 개딸 586세대 민낯!!!!!,47,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451151&page=1,"https://m.dcinside.com/board/baseball_new11/18028215
지난주 주간 피프티 사건사고...jpg
- 국내야구 갤러리
최악의 세대 피프티(586)들은 지난주에 이어 이번에는 어떤 사고를 쳤을까 ㄹㅇ 그럼 한번 확인해 보자고 ㅋㅋ ​ 시작부터 102030세대에게 연금착취 할려는 세대답게 돈도 없는 2030세대에게  51억 탈취 ㄷㄷ 난
m.dcinside.com
개딸 586들 ㅂㄷㅂㄷ하고 오열하게 추천 부탁해!!!"
2025-05-06,디씨인싸이드에서 휴대폰 LTE까지 하루 차단 당했다,35,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451154&page=1,"정치 격동기나 선거 때 꼭 이런다.
주원장한의원TV 불안장애와 불면증 고친 금음인
https://blog.naver.com/docj62/222535560007"
2025-05-06,한덕수는 윤석열 버리라~!황씨말대로 한떡수로 단일화가란다~!전북대망론,55,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451150&page=1,"통일교는 아니다~!!
윤과 김건희 통일교는 아니다~!!!
황짱수노인의 소원을 들어줘라~!!황씨는 저자는 당장 뉴스 패널 나와야~!!!!
당신이 나와야 리재명은 공격잘 할 거 같다~!!!!!!!!!
https://youtu.be/Jp6sXFUfu8Y
?si=Rnpamah8npH9z_d5
https://youtu.be/vMpMI7aKo6w?si=Rnpamah8npH9z_d5
#한덕수 로 #단일화 ! #이재명 충분히 이길수 있다  #국민의힘
안녕하세요. 미래경영연구소 입니다.자발적 구독료 계좌(  1002  962  829390  우리은행 황장수 ) 입니다.감사합니다.페이팔 PayPal(해외교포) : pjbjp24@naver.com미래경영연구소에서 내보내는 [황장수 뉴스브리핑], [앵그리블루 LIVE] 그리고 [황장수...
https://i.ytimg.com/vi/vMpMI7aKo6w/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AGaBIACwAeKAgwIABABGCUgMyh_MA8=&rs=AOn4CLDtkv1SNE1uXi4xyecAFIex-BJmYw
아줌마도 한덕수를 원;한다~!"
2025-05-06,"모악산 단월드의 기괴한수련,거지수련 나체혼숙,프리섹스수련까지 기괴",89,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451149&page=1,
2025-05-06,아줌마가 정미니 보다 1000배 낫소.김씨는 이상한 떵후니를 지지함~!,38,0,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451148&page=1,"아줌마가 정미니 보다 1000배 낫소.김씨는 이상한 떵후니를 지지함~!
아줌마가 정미니 보다 1000배 낫소.김씨는 이상한 떵후니를 지지함~!
김뮨수보단
한떡수로 단일화되면.....리재명을 이긴다
~!!
이게 정의다~!!
아줌마 말
이 옳겠지~!
https://www.youtube.com/watch?v=uAF1Ak9DaBI
이재명을 이길 사람? (기도 시작 34분 33초)
[매일 한국시간 오후 8시 기도모임 예정]00:00 시작기도02:25 시작인사05:40 이스라엘 상황16:35 나단 알터만의 시23:06 한국에 관하여30:11 예수 그리스도의 탄생34:33 이스라엘 부흥을 위한 기도39:57 대통령 탄핵 예언46:49 이스라엘 평화를 위한 기도5...
https://i.ytimg.com/vi/uAF1Ak9DaBI/maxresdefault.jpg
아래는 이상한자~!
그 한씨는 아니다~!!!"
2025-05-06,국민의힘 당원들 김문수한테 속은거야?,56,1,https://gall.dcinside.com/board/view/?id=stock_new2&no=8451134&page=2,
